full_text;sentimen;
Korupsi sudah ribuan triliun tapi belum genting edann emang Pemerintah enggan menerbitkan RUU PERAMPASAN ASET https://t.co/NyYriW6z0j;negatif;
Ya untuk saat ini sepertinya MK yg memiliki integritas &amp;;
DPR siap membahas RUU Perampasan Aset usai RKUHAP https://t.co/ookfmq7Czh;negatif;
DPR siap bahas RUU perampasan aset usai regulasi pendukung Rampung #SaveRajaAmpat #MyGoldenBloodFinalEP #zonauang #ITSSKIN_Presenter_Dunk #BLACKPINK https://t.co/wIJQQTi7lg;positif;
@STresnowati1 DPR murni perwujudan aspirasi partai klo menguntungkan partai DPR setuju klo untuk rakyat tunggu persetujuan partai. Contoh real RUU PERAMPASAN ASET DPR tak mau teken krn takut partai tak takut rakyat;negatif;
Dasco Pastikan RUU Perampasan Aset Dibahas Usai RUU KUHAP Selesai https://t.co/KJaFL241UM;positif;
@tempodotco @tempodotco RUU Perampasan Aset dulu aja di sah-kan Kapan? Sebentar lagi?;positif;
Korupsi (Tipikor) Tindak Pidana Pencucian Uang (TPPU) (KUHP) hingga KUHAP. pendekatan yang diambil oleh DPR adalah menyelesaikan terlebih dahulu RUU yang berkaitan agar pengaturan dalam RUU Perampasan Aset dapat dikompilasi secara menyeluruh dan harmonis.;positif;
Pembahasan RUU Perampasan Aset dilakukan setelah pembahasan RUU KUHAP selesai Hal ini penting karena materi tentang perampasan aset tidak hanya diatur dalam satu peraturan perundang-undangan saja tetapi tersebar di berbagai regulasi seperti Undang-Undang Tindak Pidana https://t.co/2GFORtsYfr;positif;
RUU Perampasan Aset Dibahas Setelah RUU KUHAP Rampung #ItsGalaxyS25 #SideQuestS25 https://t.co/1ep0BlxegT;positif;
Menanti nasib baik RUU Perampsan Aset https://t.co/P8DHLC17aQ https://t.co/qVMQp3uVUJ;positif;
Jadi kapan perangnya ?!? Tak enteni...... Jika berani keluarkan Peraturan Presiden baru saya percaya @prabowo Berharap RUU PERAMPASAN ASET KORUPTOR disahkan @DPR_RI ragu ! --- NCTDREAM_GoBackToTheFuture Ujan Panas A-na LEE JENO Kingdom MotoGP https://t.co/seCm3kfHgE;positif;
@tvOneNews Terlalu banyak omon²... Dulu akan kejar koruptor ke antartika sekarang perang? Kalau serius mau berantas korupsi harusnya sahkan ruu perampasan aset segera! ️ Monggo pak Prabowo https://t.co/ldzN97yTe6 https://t.co/Qs8iVDz2vY;positif;
@04_zainal Haknya apa mereka nyuruh2 kepala negara suruh unjukin izasahnya..bahkan menuduh izasah palsu...sudah sepantasnya mereka2 yg buat gaduh di tindak secara hukum..gak ada manfaatnya buat rakyat yg lapar...urus RUU perampasan aset Koruptor biar disy;positif;
@Jateng_Twit Ruu perampasan aset sik cuk...;positif;
Pimpinan DPR RI : RUU Perampasan Aset Dibahas Setelah RUU KUHAP https://t.co/P9v68NYyH1;positif;
RUU perampasan aset dibahas setelah RUU KUHAP. Benarkah? Kita pantau terus BESTie Dirty Work #lapakcot #209withmoqeel https://t.co/h0t1XTw75h;positif;
@pemudaskeptis @kmpretoz @ARSIPAJA @kmpretoz @ARSIPAJA Sulit menilai perubahan nyata dalam pemberantasan korupsi di bawah Presiden Prabowo karena masa jabatannya baru delapan bulan. Komitmennya kuat seperti dukungan pada RUU Perampasan Aset dan pernyataan;positif;
@prabowo Saya Mendukung ketgasan Bpk dlm mengambil langka untuk mengusut tuntas kasus Korupsi yg slma ini merajalela di Negri ini DPR harus Segera sahkan Ruu Perampasan aset. N demi keamanan n keselamatan Bangsa ini Bpk harus merombak kabinet n membersihk;positif;
RUU Perampasan aset tak Kunjung disahkan ya kek gini jadinya. Diduga terlibat alih fungsi tanah Kemenag RI jadi milik pribadi sehingga Negara dirugikan Rp. 54 M. Dengan Modus terbitkan sertifikat atas Dokumen Palsu. Enteng banget aset Negara berpindah tangan kayak gini!!? https://t.co/Ujav4Zjos3;negatif;
@MARQUEZ__93 Bambang Pacul kan jongosnya budak oligarki Buktinya Pada saat menjadi ketua komisi hukum DPR RI dia tidak mampu sahkan RUU Perampasan Aset padahal PDIP mayoritas. Jika PDIP pecah menjadi kecil - kecil dan bubar malah bagus untuk negeri ini.;negatif;
Dorongan Prabowo Subianto percepat RUU Perampasan Aset jadi inspirasi buat generasi masa depan lawan korupsi https://t.co/d8ybNvioiX;positif;
 berarti RUU Penyitaan harta / perampasan aset tindak pidana di sahkan dong pak ;positif;
@Ghurem2 RUU PERAMPASAN ASET akan mengurangi pendapatan anggota dewan;positif;
@thejurgenholic rapat pengesahan khodam kerkez cepet knp rapat pengesahan ruu perampasan aset gak sempet ya ;positif;
Jumat Malam Sabtu Genkz.. Sadar gak sih kita kek nya dua bulan terakhir ini Presiden Prabowo gercep bngt teken kebijkan terkait Kejaksaan Tanpa bnyk FAFIFUFEFO nya Tp giliran UU Perampasan Aset ko bertele tele..?? Tolak RUU Kejaksaan === malam 1 suro karma lazada durian https://t.co/GiqvXuP2km;positif;
@ARSIPAJA yaa kalo hukumannya gabeda jauh kaya maling ayam mah tetep aja banyak koruptor di konoha jalan satu²nya sah kan RUU perampasan aset dan beri hukuman MATI pada koruptor;positif;
RUU Perampasan Aset Dibahas Setelah Revisi KUHAP Selesai #secretstory2025 #SquidGame #PepsiXGFSS2EP5 https://t.co/2yWQq6Dypn;positif;
Sufmi Dasco Ahmad pastikan RUU Perampasan Aset akan lanjut setelah revisi KUHAP rampung. RUU ini penting untuk lawan korupsi dan kejahatan terorganisir. #Dasco #RUUPerampasanAset https://t.co/Sb6j0GwCdv;positif;
Bagus berarti RUU perampasan aset bisa disahkan dong (tersenyum lemah lembut);positif;
@SeriDianawati Mereka sah kan perampasan aset auto bunuh diri mereka itu makanya gk mw sah kan tuh RUU;negatif;
Janji Dasco lanjutkan bahas RUU Perampasan Aset habis revisi KUHAP jadi angin segar buat penguatan hukum di negeri ini https://t.co/gQe8YZ15vf;positif;
Apakah RUU KUHAP lebih Urgent daripada RUU Perampasan Aset..? Semoga ini bukan omon2 masyarakat harus kawal Sampai RUU Perampasan Aset bnr2 disahkan! https://t.co/shMrbrud90;positif;
Janji Dasco buat lanjutkan RUU Perampasan Aset bikin publik makin semangat menanti hukum yang lebih efektif https://t.co/i3VuQqDur9;positif;
Pembahasan RUU Perampasan Aset setelah revisi KUHAP pastiin aturan sinkron dan efektif kata Dasco https://t.co/46vKhVUFhM;positif;
@bangherwin Rakyat sudah tak sabar menunggu pengesahan RUU perampasan aset hukuman mati koruptor nihh cepetan dong;positif;
@PakKarti Maunya Segera Diberantas Tapi Pak Prabowo Pasti Memiliki Strategi Menguliti Persoalan 10 Tahun Mulyono dgn Termul²nya dn Kasus Ijazah Palsu Hanyalah Sebagian dn Kekuatan Mulyono Masih Eksis. Tapi Ketika RUU Perampasan Aset Disyahkan Maka Perang;positif;
@CNNIndonesia Yang Penting Pelaksanaannya Bukan Hanya Sekedar Omon-Omon. Ayo Sahkan RUU Perampasan Aset Untuk Para Maling Uang Rakyat.;positif;
RUU Perampasan Aset memungkinkan penyitaan aset hasil tindak pidana tanpa harus menunggu putusan pengadilan yang berkekuatan hukum tetap. https://t.co/8WjTjpLL5J;positif;
pendekatan yang diambil DPR adalah menyelesaikan terlebih dahulu RUU yang berkaitan agar pengaturan dalam RUU Perampasan Aset dapat dikompilasi secara menyeluruh dan harmonis. https://t.co/Xpn38ZJiR0;positif;
pembahasan Rancangan Undang-Undang (RUU) Perampasan Aset akan dilakukan setelah pembahasan RUU Kitab (KUHAP) selesai. https://t.co/Yw5eFzN7Rt;positif;
Ketua BALEG DPR Bob Hasan Mengatakan : Baleg Akan Mengevaluasi Prolegnas. Menurutnya RUU Perampasan Aset Bisa Di EVALUASI Masuk Kedalam Prolegnas PRIORITAS Yang Sebelumnya Hanya Dimasukkan Dalam Prolegnas Jangka Menengah. https://t.co/ogCmINB3nE;positif;
Satu-satu dulu. Benahin MBG kalo ga mampu hentikan. Tunaikan janjinya. Untuk yg di bawah gampang sahkan RUU Perampasan Aset. Omon-omon mulu.;positif;
@CNNIndonesia RUU Perampasan Aset dlu deh disahkan jd UU drpd wi tok de tok and only tok de tok;positif;
@CNNIndonesia Jangan omon-omon pak koalisi bapak kan gede desak mereka untuk pengesahan RUU Perampasan Aset.;positif;
@CNNIndonesia Koar-koar lawan korupsi RUU Perampasan Aset gak kelen buat;negatif;
@CNNIndonesia Presiden teromon2. RUU perampasan aset aja kaga bisa kelarin;negatif;
Dasco juga menegaskan bahwa perampasan RUU perampasan aset akan dilakukan setelah rukuhap selesai Hal ini karena keduanya memiliki berkaitan hukum dan prosedural. https://t.co/CVgWSykSsd;positif;
Dasco menegaskan bahwa pemerintah dan DPR sepakat RUU perampasan aset penting untuk pemberantasan korupsi https://t.co/E5NIv67c8n;positif;
RUU perampasan aset tungku rampungnya pembahasan RUU KUHAP https://t.co/atr4H0SWBo;positif;
Benny K. Harman menjelaskan bahwa dalam RUU perampasan aset penyitaan tanpa sidang hanya berlaku untuk aset yg tdk dpt dibuktikan asal usulnya scr sah.Hal ini tidak mengabaikan prinsip keadilan sbb ttp diawasi hakim melalui mekanisme non litigasi berdasarkan pembuktian terbalik https://t.co/MBE0BahZai;negatif;
Suami dasco ahmad menegaskan pihaknya mendukung semangat pemberantasan korupsi melalui RUU perampasan aset. Namun tetap harus mengedepankan prinsip kehati-hatian dan kepastian hukum. Penyusunan harus matang agar tidak melanggar hak asasi dan prosedur hukum https://t.co/qkcnVoiAFc;positif;
Indonesia sangat membutuhkan RUU Perampasan Aset untuk menutup celah kejahatan ekonomi. Gajian Hemat Gratis Ongkir nkri makin diakui global #DiShopeeLebihHematLebihCepat https://t.co/7ENjBnHznK;positif;
RUU Perampasan Aset dan Konsep Pemulihan Aset Tanpa Putusan Pidana #DiShopeeLebihHematLebihCepat nkri makin diakui global https://t.co/o9sMqoaDVO;positif;
@CNNIndonesia Sebenernya ngelawan korupsi gampang Sahkaan push pengesahan ruu perampasan aset hukum mati koruptor. Mereka takut kok mati takut kok klo anaknya miskin krn asetmya dirampas.;positif;
RUU Perampasan Aset dan Konsep Pemulihan Aset Tanpa Putusan Pidana #DiShopeeLebihHematLebihCepat nkri makin diakui global https://t.co/nyU8DZKcFm;positif;
@CNNIndonesia Sahkan RUU perampasan aset dan jadikan kembali KPK independen serta kembalikan kewenangan kewenangan KPK lagi...itu klu pak Wowo bner bner all out war sm koruptor;positif;
RUU KUHAP sbg regulasi induk prosedur hukum pidana jadi landasan utama bg penerangan RUU perampasan aset. DPR mnilai perlu kehat²an dlm membahas kedua RUU agar tdk tumpang tindih srta untuk mmastikan hak asasi ttp terlindungi saat negara menyita aset yg dicurigai hasil kejahatan https://t.co/4di0fOf7Hf;positif;
@CNNIndonesia Yaudah hayo jangan omon2 aja pak cape bgt liatnya kampanye ga kelar2 padahal dah jd presiden Minimal sahkan RUU Perampasan Aset dan KPK yang kembali independen. https://t.co/n2xXnqYTDU;positif;
@DS_yantie Ya segera diproses kan merasa terganggu coba suruh proses RUU perampasan aset dan memiskinkan KORUPTOR nggak bakalan karena korupsi banyak terjadi di...........;positif;
Kompak berdalih tapi semua melawan akal sehat dalihnya. RUU perampasan aset dalih mereka mirip beda dengan RUU untuk kepentingan kekuasaan mereka gerak cepat bahkan sembunyi di hotel untuk mengesahkannya.;negatif;
yang penting itu RUU kejaksaan RUU TNI POLRI gak penting jg RUU Perampasan aset koruptor;positif;
DPR memilih untuk terlebih dahulu menyelesaikan Revisi KUHAP untuk mencegah tumpang tindih aturan dengan RUU Perampasan Aset maupun Polri. https://t.co/aN5mBjEVEJ;negatif;
RUU Perampasan Aset Dibahas Setelah RUU KUHAP Rampung https://t.co/7AAB9AEgCR #beritaterkini #beritaviral #kabarterbaru #klikwarta #news #beritanasional;negatif;
https://t.co/7KnpEL3Zax Wakil Ketua DPR Sufmi Dasco: RUU Perampasan Aset Dibahas Setelah RUU KUHAP Rampung https://t.co/sLD4BZOMoI;negatif;
DPR Pastikan Pembahasan RUU Perampasan Aset Menunggu Rampungnya RUU KUHAP https://t.co/pHOvueo7R7;negatif;
Wakil Ketua DPR RI Sufmi Dasco Ahmad menegaskan bahwa pembahasan Rancangan Undang-Undang (RUU) Perampasan Aset akan dilakukan setelah rampungnya pembahasan RUU Kitab Undang-Undang Hukum Acara Pidana (KUHAP). besok gajian banyak promo #LebihHematLebihCepatDiShopee https://t.co/XwlQnOYx6A;negatif;
Dasco menyatakan RUU Perampasan aset belum bisa disahkan krn masih terkendala kompilasi aturan. DPR mnegaskan bahwa mereka serius mnyelesaikan regulasi ini dan akan kembali memprosesnya secara intensif stlh masa reses selesai demi mempercepat penindakan terhadap hasil kejahatan https://t.co/TrVCldb5G0;negatif;
https://t.co/dL3JDKEeyC https://t.co/Obo6YsOEYC Pembahasan Rancangan Undang-Undang (RUU) Perampasan Aset dipastikan akan bergulir setelah rampungnya revisi RUU Kitab Undang-Undang Hukum Acara Pidana (KUHAP). #RUU #PERAMPASANASET #KUHAP #RUUPerampasanAset #ipol https://t.co/J5kAXa9Tqz;negatif;
Dasco menyatakan bhw RUU perampasan aset terhambat krn belum sinkronnya berbagai aturan terkait tindak pidana korupsi pencucian uang dan tindak pidana lainnya. DPR mengupayakan agar kompilasi aturan tersebut segera diselaraskan demi efektivitas penindakan aset hasil kejahatan https://t.co/nQqCnckWN8;positif;
@RickyKardjono Tenang.... Tenang... ruu perampasan aset PASTI disyahkan... https://t.co/0chQmdy9wX;positif;
RUU Perampasan Aset Masuk Prolegnas Prioritas 2025 2026 #Beritanasional #RUUPerampasanAset #Prolegnas https://t.co/pLwYTkKcKv;positif;
Dasco: Pembahasan RUU Perampasan Aset Setelah Revisi KUHAP Rampung https://t.co/siSpfO7QP4;negatif;
Sudah diduga sejak awal DPR bukan lagi wakil rakyat. Ada saja dalih mereka untuk tidak mendengar aspirasi rakyatnya bahkan RUU perampasan aset mereka punya dalih sendiri meski tidak masuk akal.;negatif;
Dasco: RUU Perampasan Aset Menunggu RUU KUHAP Rampung https://t.co/B7bJxeA6vh;negatif;
RUU Perampasan Aset Ditunda Dasco Sebut DPR Fokus Selesaikan RUU KUHAP Dulu https://t.co/K3FAqJUYh6;negatif;
Nasib RUU Perampasan Aset di Tangan KUHAP Ini Kata Pimpinan DPR https://t.co/spT7zBCeJr;negatif;
Momentum tepat! DPR siap kebut pembahasan RUU Perampasan Aset setelah reses. Komitmen untuk mengembalikan aset negara! #AsetNegara #Keadilan #DPR #KawalRUU #Transparansi https://t.co/HLuzn2SR5E;positif;
@setkabgoid Bilangin pak @prabowo suruh @DPR_RI segera SAH kan RUU PERAMPASAN ASET KORUPTOR.;positif;
Ketua Baleg DPR Bob Hasan menanggapi Menkum Supratman yang ingin RUU Perampasan Aset segera masuk Prolegnas. Bob bicara peluang tersebut. https://t.co/2f5UkrKMdg;positif;
DPR Bakal Bahas RUU Perampasan Aset Setelah RUU KUHAP Rampung https://t.co/W8pmf7ac8s;negatif;
Sufmi Dasco Beri Kabar Terbaru Soal RUU Perampasan Aset Simak! https://t.co/UqVV47v3my;positif;
deni cagur ono surono Varrel merasa jadi wakil rakyat tapi kami tidak merasa diwakili oleh mereka justru kami diwakili oleh KDM bila benar wakil rakyat perjuangankan dan sahkan RUU Perampasan Aset Harta Benda Koruptor mereka ber3 Levelnya jauh dibawah seorang KADES HOHO ALKAF https://t.co/6RKfIXXI3P;positif;
@RomeoWalker19 Monggo mas dibaca dulu gak usah playing victim lagian kenapa sampe detik ini RUU perampasan aset gak disahkan https://t.co/mM28Oo8QVx;negatif;
Anggota Komisi III DPR RI Nasir Djamil mengatakan pembahasan Rancangan Undang-undang (RUU) Perampasan Aset tak bisa dilakukan secara tergesa-gesa. kata Nasir kepada wartawan di Kompleks Parlemen Senayan Jakarta Pusat Jumat 20 Juni 2025. https://t.co/EodxmRIjl2 ___ https://t.co/3bmB2vHIQC;negatif;
Sekalian bubar saja @DPR_RI yang tak mau sahkan RUU Perampasan Aset Koruptor ;negatif;
@ch_chotimah2 Bilangin mba Puan dukung pengesahan RUU Perampasan Aset Koruptor spy tikus² budug penguasa lumbung bisa dimiskinkan. Brani ga?;negatif;
@Manse_Mangat @FayaAtika Tenang RUU perampasan aset PASTI DISYAHKAN... https://t.co/wCTAl53LBj;positif;
@QuHanief @msaid_didu Iya g apa2 asal menekan spy ruu perampasan hak aset segera d sahkan ya pasti seluruh rakyat indonesia akn dukung jk itu yg d lakukan.;positif;
@RomeoWalker19 Korupsi di indonesia kan benar2 sdh urgent ya la kenapa g demo ruu perampasan hak aset agar segera d sahkan atau demo hukuman mati utk para koruptor kelas kakap aja.;positif;
Kembali @PPATK tegaskan pentingnya RUU Perampasan Aset! Bisa perkuat upaya negara dlm telusuri dan menyita harta hasil kejahatan yg disamarkan para pelaku Dgn non-conviction based asset forfeiture Indonesia bisa melawan aset kejahatan tnpa harus nunggu vonis pidana Gaskeun!!.. https://t.co/bZhrUkNtiz;positif;
@Harumiii_kn @BANGSAygSUJUD @prabowo @99propaganda @are_inismyname @awikuchuz @bitCarli77 @DedynurPalakka @florieliciouss @Kimberley_PS08 @Ndons_Back @jatmiko99604253 @indonesiaku_yes Cukup membenahi korupsi dan mengesahkan RUU Perampasan Aset.;positif;
@tempodotco RUU TNI akan ditelusuri petisinya oleh TNI... Kalau RUU perampasan aset koruptor siapa yg akan telusuri ya? Gak mungkin yg akan dirampas asetnya.;negatif;
@BebySoSweet Sabar.....smbil menunggu RUU Perampasan Aset Koruptor di sahkan pmrnthan pak Prabowo Gibran lg memantau aktifitas para tikus budug. Sabar ya https://t.co/lqnC3eAAuD;positif;
Minggu Sore Gak abis pikir gua sama kebijakan Presiden Prabowo yg kek gini ko sat set bngt di teken coba donk RUU Perampasan Aset Pak di DAH ksn secepet nya..!! Tolak Ruu Kejaksaan Selamat ulang tahun Jakarta ke 498th Selalu Tebarkan Kebahagiaan PD 3 WW3 https://t.co/u9wDsv6SDy;positif;
SEMOGA BISA BERBARENGAN DENGAN DISYAHKANNYA RUU PERAMPASAN ASET UNTUK PARA PELAKU KKN TERUTAMA BAGI PEJABAT &amp;positif;
@prabowo @gibran_tweet @Dahnilanzar @Gerindra @DPR_RI Ruu perampasan aset kok tdk ada kabar beritanya ya?;negatif;
Presiden Prabowo sudah komunikasikan bahas RUU Perampasan aset #Prabowo #IndonesiaEmas https://t.co/w4BJcQxh4P;positif;
Presiden Prabowo beri sinyal kuat soal RUU perampasan aset #Prabowo #IndonesiaEmas https://t.co/nlE9I8TpSk;positif;
Kapan RUU Perampasan Aset Koruptor segara disahkan oleh @DPR_RI ?;positif;
Halooooo @PPATK Kasian dong rakyat yang pontang panting usaha sendiri kagak ngerepotin negara tapi malah direpotin negara? Kalian kalo mau berbuat buat negara jangan ganggu rakyat yang udah sengsara dengan berbagai kebijakan dong! Mending dorong tuh RUU Perampasan Aset https://t.co/9XJmLon3OD;positif;
Koruptor di indo sudah kayak kanker stadium 5. RUU perampasan aset cuman mimpi. Maka dari guru lah kita berharap. Beri gaji 50 jt. Ajaran pertama adalah moral Budi pekerti dan kejujuran. GK usah ajarin yg rumit2. Percuma. KITA BUTUH GENERASI JUJUR;negatif;
@ferrykoto @prabowo Kenapa g ruu perampasan hak aset aja yg d sahkan biar ada tambahan pemasukan buat negara. Jd biar g semua d pajaki.;positif;
@prabowo RUU PERAMPASAN ASET KORUPTOR segera di-SAH kan @DPR_RI;positif;
@some1orthing Mending sih tantang sahkan ruu perampasan aset ama hukuman mati buat koruptor sekalian baru ini boleh jalan ;positif;
@geloraco Offside rekening dormant masuk wilayah kerja perbankan bukan PPATK. PPATK masih banyak pekerjaan untuk pelacakan harta koruptor serta persiapkan untuk RUU Perampasan Aset koruptor;positif;
@165Hati Gmna mau sahkan RUU PERAMPASAN ASET wong koruptor ngumpul disitu;negatif;
JUSTRU YG DIBUTUHKAN UNTUK PEMBERANTASAN KORUPSI MALAH MANDEG?? RUU PERAMPASAN ASET PEMERINTAH DAN DPR MALAH GERCEP RUU KEJAKSAAN RUU POLRI RUUKUHAP #tolakrkuhap #TolakRuukejaksaan https://t.co/8xDHLldBFr;negatif;
@ethadisaputra Giliran rakyat nagih RUU Perampasan Aset Para Koruptor disahkan jadi UU mereka para anggota dewan malah lemottzz bangsadtt !!;negatif;
Komitmen berantas korupsi Presiden Prabowo dukung RUU Perampasan Aset #berantaskorupsi https://t.co/AAi0XNxu1S;positif;
Komitmen berantas korupsi Presiden Prabowo dukung RUU Perampasan Aset #berantaskorupsi https://t.co/dzLc60vKIr;positif;
Komitmen berantas korupsi Presiden Prabowo dukung RUU Perampasan Aset #berantaskorupsi https://t.co/2dcC1myCcB;positif;
@geloraco Jika tidak berhati-hati lembaga pemerintahan berpotensi melanggar UU perbankan dan sekaligus HAM. Sebaiknya fokus membantu Pengusutan dana koruptor dan persiapan RUU Perampasan Aset;positif;
@tommiyes @Gasmedsos_ Andaikan gw pilih tuh angin gak ada ktp mending dah dari pada ini bukan uu perampasan aset di sahkan malah urgent banget rUU TNI sah tahek sekebon;negatif;
Massa aksi menyuarakan keresahan terhadap situasi nasional yang dinilai semakin jauh dari cita-cita kemakmuran dan keadilan sosial. https://t.co/9X1LW5Ap4c https://t.co/6pPfwYl7KA;;
RUU Perampasan Aset Segera Menyusul Setelah Revisi KUHAP. Agar Peradilan lebih independen berkeadilan dan transparan maka KUHAP perlu direvisi dengan mengadopsi sistem juri yang sesuai dengan kondisi Indonesia yang menggunakan civil law.. Sinergi RAIH KEMAKMURAN https://t.co/LTjBERbGDv;positif;
Sepi. Ada apa dgn @BEM_SI padahal tuntutan yg diajukan cukup bagus terutama poin 11 tentang RUU perampasan aset koruptor. Tagar pun tak bergaung di-X Apa karena ppecahan di BEM SI atau ga ada tuntutan Adili Jokowi sperti yg biasa dsukai buzzer oposan https://t.co/RIzKYAVs42;negatif;
Dasco menyoroti bahwa pembahasan RUU perampasan aset msh menunggu slsainya revisi KUHAP di komisi III DPR. Ia juga mnekankan pentingnya harmonisasi materi terkait perampasan aset yang tersebar di brbagai regulasi utk memastikan RUU ini efektif &amp;positif;
Presiden Prabowo menegaskan pentingnya RUU perampasan aset sebagai bentuk keseriusan pemerintah dalam membongkar praktik korupsi. Regulasi ini akan mempercepat pemulihan kerugian negara https://t.co/Eo9inIIkuA;positif;
Dasco: RUU Perampasan Aset Dibahas Setelah RUU KUHAP Rampung . Dia Bukan Ibu senen Sinergi RAIH KEMAKMURAN Undip #WEURO2025 https://t.co/uSQ17s8Bj0;negatif;
Presiden Prabowo Tegaskan RUU Perampasan Aset sebagai komitmen berantas Korupsi. SPPG Polri https://t.co/FT4ZqRCWxD;positif;
@kompascom Setelah sekian kali demo di pemerintahan sebelumnya akhirnya RUU Perampasan aset koruptor bisa masuk tuntutan meski di nomor buncit Semoga demonya lancar tertib dan tidak terlalu menyusahkan pengguna jalan.;positif;
Presiden Prabowo menegaskan pentingnya RUU perampasan aset sebagai bentuk keseriusan pemerintah dalam membongkar praktek korupsi #SaveRajaAmpat #HideandSis_PressTour #GawinCaskey #HideAndSis #GMMTV #zonauang #IAMTHEFUTURE_TeaserImage #Jaehyuk24thHeartsDay Ozzy https://t.co/iVv8RX5lUR;positif;
Presiden Prabowo tegaskan RUU perampasan aset sebagai komitmen berantas korupsi #SaveRajaAmpat #HideandSis_PressTour #GawinCaskey #HideAndSis #GMMTV #zonauang #IAMTHEFUTURE_TeaserImage #Jaehyuk24thHeartsDay Ozzy https://t.co/nV8N0uJFZU;positif;
@TirtoID setuju2 aja DENGAN PRASYARAT kenaikan dana parpol itu harus dipaketkan dengan pengesahan RUU Perampasan Aset dan Hukuman matheyyy bagi koruptor;positif;
@sirulhaq @SG0833976878 @Emtiyy @PartaiSocmed @DokterTifa @realDonaldTrump RUU Perampasan Aset ;positif;
Menggugat Keadilan: Mengapa RUU Perampasan Aset Koruptor Belum Disahkan? https://t.co/7he813OB2h;negatif;
Menggugat Keadilan: Mengapa RUU Perampasan Aset Koruptor Belum Disahkan? https://t.co/JiimWPFNZp;negatif;
@txtdrjkt Kalau negara butuh duit mending sah-in ruu perampasan aset koruptor dasar tikus kon***;positif;
@narkosun Mensahkan RUU perampasan aset takut sama juragan partai tapi klo menyusahkan rakyat...tancap gas brow Bubarkan saja DPR PPAT Lembaga yg tidak berguna;negatif;
@txtdrjkt Lama2 nafas juga dipajakin @KemenkeuRI @DitjenPajakRI @prabowo @DPR_RI @bang_dasco Coba RUU perampasan aset diproses aset koruptor bisa bayar hutang negara shg rakyat tak selalu hrs dibebani lagi oleh aneka pajak yg makin membuat tercekik !!;positif;
@detikcom Mulai dengan kembalikan Pancasila dalam kurikulum pendidikan dan sahkan RUU Perampasan Aset;positif;
Bikin pajak gede tanpa feedback buat yang bayar kyk beli tiket konser tapi di mistreatmean anj gila ya lo p word daripada gedein pajak sahin tuh ruu perampasan aset dari tahun ga enak sampai ga enak banget kagak rilis juga. Bahkan sekarang udah 4 tahun lebih jae bkn day6 lagi;positif;
@acupofshi Halah RUU PERAMPASAN ASET KORUPTOR saja susah sekali di-SAH kan @DPR_RI;negatif;
@e100ss RUU Perampasan aset koruptor dari 2008 selalu gagal di sahkan artinya memfasilitasi koruptor untuk korupsi sebanyak2nya toh hukumannya ringan keluar penjara tetep kaya raya (NB: dipenjara juga dpt fasilitas mewah);negatif;
@ARSIPAJA klo menurut gw biarin lah ijazah ini palsu atau engga cuma Allah yg tau masyarakat lebih butuh lapangan pekerjaan kebutuhan pokok yg terjangkau. Ruu perampasan aset dan hukum mati koruptor.;positif;
Vonis ringan hanya 3.5 tahun ini tidak akan memberikan efek jera kepada pelaku suap. Pantasan PDIP menolak sahkan RUU Perampasan Aset. PDIP salah satu sumber masalah bangsa https://t.co/nKb47qf5Ar;negatif;
@somexthread makanya sahkan RUU perampasan aset agar APBN diisi dg cara menuntut pengembalian dr koruptor BUKAN malakin rakyat ;positif;
@Nung94Irawan @AzzamIzzulhaq sebelum RUU perampasan aset disahkan memang akan berat jalan memberantas korupsi;positif;
@somexthread Harusnya fokus ngurusin masalah judol pinjol dan RUU Perampasan Aset.. koq senangnya selalu bikin rakyat makin sengsara ya..;positif;
@prabowo Kapan RUU perampasan aset disahkan? Mengapa koruptor tidak dihukum mati?;positif;
knp ya pada bloon gt kenapa ga ruu perampasan aset ayng lu diskusiin dan disahkan memeeyyyyyyk;positif;
Isu yang perlu kita kawal: ️ RUU KUHAP ️ Perbaikan kualitas sekolah negeri ️ RUU Minerba ️ RUU Perampasan aset ️ Justice for Tom Lembong ️ Kesepakatan turunan tarif 19% USA ️ Penulisan Ulang Sejarah Indonesia;negatif;
@edots888 @blue_berets7 Halo edots888 informasi tersebut tidak benar. Undang-undang perampasan aset (RUU Perampasan Aset) belum disahkan hingga Juli 2025;positif;
@tempodotco Giliran RUU Perampasan Aset kalian bungkam!;negatif;
Jadi ingat kata Prabowo kasihan anak istrinya kalau RUU perampasan aset koruptor disahkan. Dan DPR sendiri juga punya banyak dalih untuk tidak mengesahkan itu. Jadi presiden Prabowo dan DPR lebih nampak mewakili koruptor daripada rakyat kebanyakan.;negatif;
@cheeseburgeor Jangan ah nanti langsung ngesahin RUU perampasan aset.;positif;
@tempodotco Makanya sahkan itu RUU perampasan aset biar duit negara yg dikorupsi balik ke negara lagi. Trs jangan bikin kebijakan dan program yg kaga masuk akal (contoh : MBG) trs jgn ada pejabrut yg rangkap jabatan tebas jabatan² yang ga perlu (contoh :;positif;
@democrazymedia dari Rp 1.380 triliun. Hal ini mencerminkan tantangan sistemik yang diperparah oleh pengaruh oligarki intervensi politik dan pelemahan institusi. Disamping RUU Perampasan Aset Prabowo harus memprioritaskan pemulihan independensi KPK pening;negatif;
